_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
58,Public Art & Monuments Collection - City-Owned,655,"276 St. Clair Avenue East, Loring-Wyle Parkette","Wyle, Florence",Loring,"bronze, masonry",Sculpture,Existing,loring.jpg,https://www.toronto.ca/ext/pln/publicart/loring.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/loring.jpg,None,11,University-Rosedale,1984,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.383218, 43.690685]]}"
59,Public Art & Monuments Collection - City-Owned,696,Margaret Fairley Park,"Reddsell-Fediow, Pauline",Margaret Fairley Memorial,"bronze, masonry",Sculpture,Existing,margaretfairley.jpg,https://www.toronto.ca/ext/pln/publicart/margaretfairley.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/margaretfairley.jpg,None,11,University-Rosedale,1973,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.405379, 43.660454]]}"
60,Public Art & Monuments Collection - City-Owned,553,"Dewson, Crawford, Beatrice and Montrose Streets","Leroux, John",Memory Banks,"masonry,",Unknown,Existing,memorybanks.jpg,https://www.toronto.ca/ext/pln/publicart/memorybanks.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/memorybanks.jpg,None,11,University-Rosedale,1998,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.419113, 43.657301]]}"
61,Public Art & Monuments Collection - City-Owned,657,"Front Street and York Street, Union Station","Perilli / Nino Rico, Francesco",Monument to Multiculturalism,"bronze, masonry",Sculpture,Existing,multiculturalism.jpg,https://www.toronto.ca/ext/pln/publicart/multiculturalism.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/multiculturalism.jpg,None,13,Toronto Centre,1985,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.381147, 43.645406]]}"
62,Public Art & Monuments Collection - City-Owned,552,Scarborough Civic Centre,"Machata, Peter",Natural Development,masonry,Sculpture,Existing,naturaldevelopment.jpg,https://www.toronto.ca/ext/pln/publicart/naturaldevelopment.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/naturaldevelopment.jpg,None,21,Scarborough Centre,1994,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.2583, 43.7724]]}"
63,Public Art & Monuments Collection - City-Owned,542,Yonge Street and Yonge Boulevard,"Goodman, Jeff",Northern Gateway,"mixed metal, granite",Sculpture,Existing,northerngateway.jpg,https://www.toronto.ca/ext/pln/publicart/northerngateway.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/northerngateway.jpg,None,15,Don Valley West,1994,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.404583, 43.734368]]}"
64,Public Art & Monuments Collection - City-Owned,578,Scarborough Civic Centre,"Schreefel, Rob",Ode to the Sun,granite,Sculpture,Existing,odetothesun.jpg,https://www.toronto.ca/ext/pln/publicart/odetothesun.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/odetothesun.jpg,None,21,Scarborough Centre,1994,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.257, 43.7718]]}"
65,Public Art & Monuments Collection - City-Owned,548,"Kingston Road and Ravine Drive, Foot of Doris McCarthy Trail","Hilton Moore, Marlene",Passage,steel,Sculpture,Existing,passage.jpg,https://www.toronto.ca/ext/pln/publicart/passage.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/passage.jpg,None,20,Scarborough Southwest,2002,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.213745, 43.727062]]}"
66,Public Art & Monuments Collection - City-Owned,643,High Park,Unknown,Portuguese Monument,masonry,Sculpture,Existing,portuguesemonument.jpg,https://www.toronto.ca/ext/pln/publicart/portuguesemonument.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/portuguesemonument.jpg,None,4,Parkdale-High Park,1978,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.465841, 43.644424]]}"
67,Public Art & Monuments Collection - City-Owned,577,Scarborough Civic Centre,"Roller, Peter",Procession,granite,Sculpture,Existing,procession.jpg,https://www.toronto.ca/ext/pln/publicart/procession.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/procession.jpg,None,21,Scarborough Centre,1994,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.2571, 43.7738]]}"
68,Public Art & Monuments Collection - City-Owned,571,"4169 Bathurst Street, Earl Bales Park","Raab, Ernest",Raoul Wallenberg Memorial,bronze,Sculpture,Existing,wallenberg.jpg,https://www.toronto.ca/ext/pln/publicart/wallenberg.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/wallenberg.jpg,None,6,York Centre,1996,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.431803, 43.752614]]}"
69,Percent for Public Art - Private Developer Program,564,"18 Yorkville Avenue, 18 Yorkville Condos","Morin, Jean-Pierre",Reaching for the Cloud,"aluminum, Corten",Sculpture,Existing,reachingcloud.jpg,https://www.toronto.ca/ext/pln/publicart/reachingcloud.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/reachingcloud.jpg,None,11,University-Rosedale,2005,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.388212, 43.672312]]}"
70,Public Art & Monuments Collection - City-Owned,540,Lee Centre Park,"Giroux, Christian /  Young, Daniel",Reticulated Gambol,painted steel,Functional Art,Existing,reticulatedgambol.jpg,https://www.toronto.ca/ext/pln/publicart/reticulatedgambol.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/reticulatedgambol.jpg,None,24,Scarborough-Guildwood,2009,"Both a jungle gym and a contemporary artwork, Reticulated Gambol challenges the imagination of neighbourhood children just as its creation challenged the talents of acclaimed Canadian artists Christian Giroux and Daniel Young. This functional and interactive public artwork is made from standard CSA-certified playground equipment. Its symmetrical, blue steel square form sets it apart from the multi-coloured, asymmetrical arrangements found in a typical playground.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.247004, 43.780563]]}"
71,Public Art & Monuments Collection - City-Owned,531,"Market Lane, Front Street and Jarvis Street","Edelstein, Morry  /  McLaren, Brian",Return of the Magri-Stecchi,"mixed metal, masonry",Sculpture,Existing,maggristecchi.jpg,https://www.toronto.ca/ext/pln/publicart/maggristecchi.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/maggristecchi.jpg,None,13,Toronto Centre,1986,"Return of the Magri Stecchi commemorates Toronto's first public well, which was dug in 1823 near Market Lane Park, as well as   the stocks that stood in Market Square until 1834.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.372173, 43.649059]]}"
72,Public Art & Monuments Collection - City-Owned,503,"Jarvis Street and King Street East, St. James Park","Alison, Adrienne",Robert Gourlay,"bronze, granite",Sculpture,Existing,gourlay1.jpg,https://www.toronto.ca/ext/pln/publicart/gourlay1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gourlay1.jpg,None,13,Toronto Centre,2004,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.372852, 43.650726]]}"
73,Public Art & Monuments Collection - City-Owned,689,"Nathan Phillips Square, City Hall",Unknown,Roman Column,Painted Steel,Sculpture,Existing,romancolumn.jpg,https://www.toronto.ca/ext/pln/publicart/romancolumn.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/romancolumn.jpg,None,10,Spadina-Fort York,1967,"As the inscription on the marble tablet explains: This unique column was presented in 1957 to Mayor Nathan Phillips, Q.C., by the Hon. Umberto Tupini, Mayor of the City of Rome as a token of friendship between the Citizens of Rome and Toronto. The column is granite (lapis syonites) known to have been quarried in Egypt between 300 and 400 A.D. for a Roman building since destroyed. It was erected on this site with assistance of the Canadian Italian Business and Professional Men's Association of Toronto and accepted by Mayor William Dennison in 1967.",None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.384938, 43.653357]]}"
74,Public Art & Monuments Collection - City-Owned,651,Dundas Street West and Shaw Street,"Sorondo, Armando",Simon Bolivar,"bronze, masonry",Sculpture,Existing,simon_bolivar.jpg,https://www.toronto.ca/ext/pln/publicart/simon_bolivar.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/simon_bolivar.jpg,None,10,Spadina-Fort York,1983,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.416326, 43.644787]]}"
75,Public Art & Monuments Collection - City-Owned,691,Sir Casimir Gzowski Park,"D'Wonnik, Richard / Dunbar, Fredrick",Sir Casimir Gzowski Memorial,"bronze, masonry",Sculpture,Existing,gzowskimonument.jpg,https://www.toronto.ca/ext/pln/publicart/gzowskimonument.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gzowskimonument.jpg,None,4,Parkdale-High Park,1968,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46196, 43.636668]]}"
76,Public Art & Monuments Collection - City-Owned,641,"Nathan Phillips Square, City Hall","Nemon, Oscar",Sir Winston Churchill,"bronze, masonry",Sculpture,Existing,churchill.jpg,https://www.toronto.ca/ext/pln/publicart/churchill.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/churchill.jpg,None,13,Toronto Centre,1977,"This three-metre high, rough textured bronze statue is also known as the Winston Churchill Memorial. Prior to the revitalization of Nathan Phillips Square, it stood at the southwest corner of the square, and now sits in the area to the northwest known as Sculpture Court. The statue was donated to the City of Toronto by the late Henry R. Jackman in 1977 and is made from the original mould of a work by Oscar Nemon that stands in the Members Lobby in the British House of Commons.",None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.385227, 43.65374]]}"
77,Public Art & Monuments Collection - City-Owned,572,Spadina Avenue and Queen Street West / King Street West and Front Street,Randy / Berenicci,Social Theatre I - VI,stainless steel,Sculpture,Existing,socialtheatre.jpg,https://www.toronto.ca/ext/pln/publicart/socialtheatre.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/socialtheatre.jpg,None,10,Spadina-Fort York,1997,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.388752, 43.643946]]}"
78,Public Art & Monuments Collection - City-Owned,541,Spadina Avenue and Dupont Street,"Golden, Brad / Richards, Norman",Spadina Line,"Corten, stainless steel, painted steel, bronze, light fixtures",Light Installation,Existing,spadinaline.jpg,https://www.toronto.ca/ext/pln/publicart/spadinaline.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/spadinaline.jpg,None,11,University-Rosedale,1992,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.407091, 43.674845]]}"
79,Public Art & Monuments Collection - City-Owned,551,"Dufferin Railway Underpass, Queen Street West and Dufferin Street","Jacob, Luis",Spirits of the Grotto,"painted aluminum, glass mosaic",Frieze,Existing,spiritsofthegrotto.jpg,https://www.toronto.ca/ext/pln/publicart/spiritsofthegrotto.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/spiritsofthegrotto.jpg,None,4,Parkdale-High Park,2012,"Spirits of the Grotto, by Luis Jacob, consists of 34 perforated-metal panels bearing colourful, eye-shaped mosaic designs that gaze down on passing cars, cyclists and pedestrians. Jacob, a long-time Parkdale resident, intended his open eye-shaped designs to evoke the presence of spirits who observe alertly and with neighbourly care.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.428697, 43.642249]]}"
80,Public Art & Monuments Collection - City-Owned,582,Scarborough Civic Centre,"Wold, Knut",Stone for Quiet Water,granite,Sculpture,Existing,stoneforquiet.jpg,https://www.toronto.ca/ext/pln/publicart/stoneforquiet.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/stoneforquiet.jpg,None,21,Scarborough Centre,1994,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.2581, 43.7735]]}"
81,Public Art & Monuments Collection - City-Owned,556,Queen Street East and McGee Street Jimmy Simpson Recreation Centre,"Mayer, Rosa",Stretching from Mind to Body,painting,Painting,Existing,mindtobody.jpg,https://www.toronto.ca/ext/pln/publicart/mindtobody.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/mindtobody.jpg,None,14,Toronto-Danforth,1993,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.345291, 43.659408]]}"
82,Public Art & Monuments Collection - City-Owned,694,"Nathan Phillips Square, City Hall","Johnson, G.R.  /  Parker, John","Sun Dial, Toronto City Hall",Bronze,Sculpture,Existing,sundial.jpg,https://www.toronto.ca/ext/pln/publicart/sundial.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/sundial.jpg,None,10,Spadina-Fort York,1969,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.384695, 43.653022]]}"
83,Public Art & Monuments Collection - City-Owned,544,"25 Eleventh Street, Rotary Peace Park Pool","Greenwood, Robin / Lovlin, Jarie /  Philips, Carol",Swell,wood,Functional Art,Existing,Swell.jpg,https://www.toronto.ca/ext/pln/publicart/Swell.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Swell.jpg,None,3,Etobicoke-Lakeshore,1997,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.507362, 43.595529]]}"
84,Public Art & Monuments Collection - City-Owned,547,54 Montgomery Road,"Reitzenstein, Reinhard",The Swimmer,bronze,Sculpture,Existing,swimmer.jpg,https://www.toronto.ca/ext/pln/publicart/swimmer.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/swimmer.jpg,None,3,Etobicoke-Lakeshore,1997,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.519398, 43.648398]]}"
85,Public Art & Monuments Collection - City-Owned,513,"1 Colonel Samuel Smith Drive, Lakeshore Grounds","Chen, Millie / Quigley, Warren",The Third Garden,painted steel,Sculpture,Existing,thirdgarden2.jpg,https://www.toronto.ca/ext/pln/publicart/thirdgarden2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/thirdgarden2.jpg,None,3,Etobicoke-Lakeshore,2001,"The Third Garden, by artists Millie Chen and Warren Quigley, is a site-specific installation consisting of five cast iron seating forms, eight concrete pavers inlaid with cast bronze text, and landscaping. The couch forms are playful improvisations on a cliché associated with psychiatric care. The text in the pavers is based on oral and recorded histories of the former Lakeshore Psychiatric Hospital facilities on the Lakeshore Grounds, a prominent landmark setting in Etobicoke for more than 100 years.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.516774, 43.597984]]}"
86,Public Art & Monuments Collection - City-Owned,688,"Nathan Phillips Square, City Hall","Moore, Henry",Three Way Disk No. 2 (The Archer),Bronze,Sculpture,Existing,archer1.jpg,https://www.toronto.ca/ext/pln/publicart/archer1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/archer1.jpg,None,10,Spadina-Fort York,1967,"The large abstract sculpture on Nathan Phillips Square in front of City Hall, usually known as ""The Archer"", was created by Henry Moore, one of the 20th century's most famous artists.  In 1961 Viljo Revell, architect of Toronto's City Hall, approached Henry Moore to execute a sculpture for the civic square. Revell was acquainted with the artist and suggested that one of his works would complement the flowing lines of the building. The Archer was selected from a group of Moore's maquettes (small models). However, the proposed purchase of the work with public funds ($100,000) erupted into controversy and was defeated in council. Eventually Mayor Phil Givens raised the artist's fee with private money. Henry Moore was so moved by this gesture of support for the purchase of his sculpture that he donated more than 200 sculptures, drawings and graphics to the Art Gallery of Ontario. These pieces are now housed in the Henry Moore Sculpture Centre within the AGO.",None,None,None,portrait,https://www.toronto.ca/city-government/accountability-operations-customer-service/access-city-information-or-records/city-of-toronto-archives/whats-online/web-exhibits/a-step-forward-in-time-torontos-new-city-hall/a-step-forward-in-time-public-art/,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.384022, 43.652832]]}"
87,Public Art & Monuments Collection - City-Owned,538,Queen Street East and King Street East,"Garnet, Eldon",Time and a Clock,"stainless steel, coloured concrete",Infrastructure,Existing,timeclock1.jpg,https://www.toronto.ca/ext/pln/publicart/timeclock1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/timeclock1.jpg,None,14,Toronto-Danforth,1996,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.344452, 43.660083]]}"
88,Public Art & Monuments Collection - City-Owned,592,2700 Eglinton Avenue West,W.H. Smith Monuments,"Time Capsule, York",masonry,Sculpture,Existing,timecapsule.jpg,https://www.toronto.ca/ext/pln/publicart/timecapsule.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/timecapsule.jpg,None,5,York South-Weston,1997,None,None,None,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.478496, 43.689889]]}"
89,Public Art & Monuments Collection - City-Owned,512,"Sheppard Avenue and Yonge Street, Dempsey Park","Chen, Millie / Quigley, Warren",Time Track,bronze,Installation,Existing,timetrack.jpg,https://www.toronto.ca/ext/pln/publicart/timetrack.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/timetrack.jpg,None,18,Willowdale,2000,None,None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.417969, 43.770297]]}"
